lead_id,fecha_registro,canal,empresa_id,punto_venta_id,nombre_cliente,telefono,email,ciudad,modelo_interes_texto,estado_gestion,fecha_primer_contacto,campania,nombre_normalizado,telefono_normalizado,email_normalizado,ciudad_normalizada,canal_normalizado,estado_normalizado,fecha_registro_normalizada,fecha_primer_contacto_normalizada,modelo_texto_normalizado,source_row_number,motorcycle_sku,model_match_confidence,model_match_method,customer_key,customer_id,is_duplicate,duplicate_group_id,duplicate_confidence,duplicate_reason,precio_lista,initial_payment,payment_method,intent,main_objection,requested_appointment,requested_quote
LD-00901,06/08/2026 19:04,Meta Ads,EMP-02,PV-008,NATALIA BEDOYA RESTREPO,312-476-3375,natalia.bedoya99@hotmail.com,CARTAGENA,A.K.T Evo RS 150,Descartado,2026-08-06 21:04:00,Remate Modelos 2025,natalia bedoya restrepo,573124763375,natalia.bedoya99@hotmail.com,cartagena,meta ads,descartado,2026-08-06 19:04:00,2026-08-06 21:04:00,a.k.t evo rs 150,901,SKU-020,100.0,fuzzy,phone:573124763375,97e61f7f-3440-53aa-984f-c5507185aa00,False,,1.0,,7190000.0,,,,,False,False
LD-00902,08/29/2026 04:45,WhatsApp,EMP-03,PV-014,Vanessa Valencia Castaño,3180441932,vanessa.valencia26@yahoo.es,BOGOTA,Suzuki  GN 125,Cotización enviada,2026-08-29 22:45:00,Retoma tu moto,vanessa valencia castano,573180441932,vanessa.valencia26@yahoo.es,bogota,whatsapp,cotizacion enviada,2026-08-29 04:45:00,2026-08-29 22:45:00,suzuki gn 125,902,SKU-013,100.0,fuzzy,phone:573180441932,9c5c225b-0570-54f0-b28f-dbaf524c0cb0,False,,1.0,,7490000.0,21900000.0,credito,,soat,False,False
LD-00903,2026-08-22T02:37:00,WhatsApp,EMP-02,PV-008,Wilmar Osorio Pérez,+57 313 3606722,wilmar.osorio68@hotmail.com,,Suzuki GN 125,Cotización enviada,22-08-2026,Prima Extra,wilmar osorio perez,573133606722,wilmar.osorio68@hotmail.com,,whatsapp,cotizacion enviada,2026-08-22 02:37:00,2026-08-22 00:00:00,suzuki gn 125,903,SKU-013,100.0,fuzzy,phone:573133606722,21edea50-a81f-5455-b512-16b141514920,False,,1.0,,7490000.0,14990000.0,credito,,soat,False,False
LD-00904,2026-08-19 01:39:00,WhatsApp,EMP-01,PV-004,Angie Paola Betancur Castaño,3209070665,angie.betancur2@gmail.com,Rio Negro,honda cb 125f twister,Descartado,08/19/2026 13:39,,angie paola betancur castano,573209070665,angie.betancur2@gmail.com,rio negro,whatsapp,descartado,2026-08-19 01:39:00,2026-08-19 13:39:00,honda cb 125f twister,904,SKU-001,100.0,fuzzy,phone:573209070665,ea213425-1304-5aa9-95ec-85a3366b68a2,False,,1.0,,7990000.0,,,,,False,False
LD-00905,2026-08-13 08:32:00,WHATSAPP,EMP-01,PV-002,Wilmar Vargas Bedoya,3228490555,wilmar.vargas80@outlook.com,Itagui,Honda XRE 300,Contactado,17/08/2026 08:32,Retoma tu moto,wilmar vargas bedoya,573228490555,wilmar.vargas80@outlook.com,itagui,whatsapp,contactado,2026-08-13 08:32:00,2026-08-17 08:32:00,honda xre 300,905,SKU-006,100.0,fuzzy,phone:573228490555,05218181-33ee-5d1e-bfda-4de77233d4df,False,,1.0,,22900000.0,,,,,False,False
LD-00906,19/08/2026 17:40,Formulario Web,EMP-01,PV-003,  Claudia Patricia Marín Muñoz  ,(322) 315-6416,claudia.marin43@yahoo.es,bello,Dominar 400,Contactado,2026-08-22 17:40:00,,claudia patricia marin munoz,573223156416,claudia.marin43@yahoo.es,bello,formulario web,contactado,2026-08-19 17:40:00,2026-08-22 17:40:00,dominar 400,906,SKU-011,100.0,exact,phone:573223156416,237bdca6-8877-566e-9e9d-b404e5686f20,False,,1.0,,24900000.0,,,,,False,False
LD-00907,08/14/2026 22:23,Meta Ads,EMP-01,PV-004,cristian castano giraldo,3104983766,,Rio Negro,hero xpulse 200,no contesta,2026-08-15T04:23:00,Agosto Cero Cuotas,cristian castano giraldo,573104983766,,rio negro,meta ads,no contesta,2026-08-14 22:23:00,2026-08-15 04:23:00,hero xpulse 200,907,SKU-023,100.0,fuzzy,phone:573104983766,49546bd1-a490-5bba-9c1f-f4387e9e90da,True,49546bd1-a490-5bba-9c1f-f4387e9e90da,1.0,same_phone_or_email,14990000.0,,,,,False,False
LD-00908,10/08/2026 19:51,whatsapp,EMP-03,PV-012,Marcela Arias Franco,573212774009,marcela.arias85@hotmail.com,Bogota DC,SUZUKI GN 125,Cotización enviada,08/12/2026 01:51,Prima Extra,marcela arias franco,573212774009,marcela.arias85@hotmail.com,bogota dc,whatsapp,cotizacion enviada,2026-08-10 19:51:00,2026-12-08 01:51:00,suzuki gn 125,908,SKU-013,100.0,fuzzy,phone:573212774009,06bbe771-0d93-574d-85e9-d87f847d2707,False,,1.0,,7490000.0,,,,,False,False
LD-00909,09-09-2026,Meta Ads,EMP-01,PV-003,SEBASTIÁN FRANCO HERNÁNDEZ,311-202-2983,,Bello,Bajaj Discover 125,No contesta,,Agosto Cero Cuotas,sebastian franco hernandez,573112022983,,bello,meta ads,no contesta,2026-09-09 00:00:00,,bajaj discover 125,909,SKU-012,100.0,fuzzy,phone:573112022983,216f1ba6-941f-57a4-90e4-0cb8577a83bb,False,,1.0,,6990000.0,,,,,False,False
LD-00910,2026-08-01 21:56:00,whatsapp,EMP-03,PV-014,JHON JAIRO HERRERA HERNÁNDEZ,3201384327,jhon.herrera80@yahoo.es,bogotá,Honda CB 125F Twister,En proceso,03/08/2026 21:56,Agosto Cero Cuotas,jhon jairo herrera hernandez,573201384327,jhon.herrera80@yahoo.es,bogota,whatsapp,en proceso,2026-08-01 21:56:00,2026-08-03 21:56:00,honda cb 125f twister,910,SKU-001,100.0,fuzzy,phone:573201384327,ece01567-7291-5a31-9eef-606f7e880ec6,False,,1.0,,7990000.0,7190000.0,credito,,soat,False,False
LD-00911,11-08-2026,WhatsApp,EMP-01,PV-002,Héctor Torres Agudelo, 3050804820 ,hector.torres94@gmail.com,Itagüí,Bajaj,Sin gestión,,Feria de Motos 2026,hector torres agudelo,573050804820,hector.torres94@gmail.com,itagui,whatsapp,sin gestion,2026-08-11 00:00:00,,bajaj,911,,22.22222222222223,unmatched,phone:573050804820,73dd6277-ec3e-5017-a568-5f7037825c05,False,,1.0,,,22900000.0,credito,,soat,False,False
LD-00912,2026-08-10 04:39:00,Meta Ads,EMP-02,PV-007,Katherine Herrera Ramírez,311-321-6369,katherine.herrera38@gmail.com,Soledad,Hero Eco Deluxe 100,No contesta,11-08-2026,Prima Extra,katherine herrera ramirez,573113216369,katherine.herrera38@gmail.com,soledad,meta ads,no contesta,2026-08-10 04:39:00,2026-08-11 00:00:00,hero eco deluxe 100,912,SKU-021,100.0,fuzzy,phone:573113216369,20734d83-c452-53e8-bf46-df5a02e0bcbc,False,,1.0,,4990000.0,,,,,False,False
LD-00913,2026-09-04T15:19:00,Formulario Web,EMP-03,PV-013,CLAUDIA PATRICIA AGUDELO HERRERA,3046919005,claudia.agudelo2@yahoo.es,Bogotá,Honda XR 150L 2026,Contactado,05/09/2026 09:19,Remate Modelos 2025,claudia patricia agudelo herrera,573046919005,claudia.agudelo2@yahoo.es,bogota,formulario web,contactado,2026-09-04 15:19:00,2026-09-05 09:19:00,honda xr 150l 2026,913,SKU-002,100.0,fuzzy,phone:573046919005,25b851b5-4645-5cb7-9ca0-655e326a5406,False,,1.0,,11490000.0,,,,,False,False
LD-00914,02/09/2026 03:24,whatsapp,EMP-02,PV-010,Julián Rodríguez Ospina,+57 302 4950438,,Montería,Hnda XRE 300,contactado,06-09-2026,,julian rodriguez ospina,573024950438,,monteria,whatsapp,contactado,2026-09-02 03:24:00,2026-09-06 00:00:00,hnda xre 300,914,SKU-006,100.0,fuzzy,phone:573024950438,9e45716b-6338-58c9-b42f-b7c5fe6f836b,False,,1.0,,22900000.0,,,,,False,False
LD-00915,26-08-2026,FORMULARIO WEB,EMP-03,PV-011,Juan Carlos Pérez Escobar,573122913656,,Bogotá,Hero Xpulse 200,Sin gestión,,,juan carlos perez escobar,573122913656,,bogota,formulario web,sin gestion,2026-08-26 00:00:00,,hero xpulse 200,915,SKU-023,100.0,fuzzy,phone:573122913656,a298b712-6624-5895-afb2-38a30b9059e1,False,,1.0,,14990000.0,,,,,False,False
LD-00916,01/08/2026 08:13,Meta Ads,EMP-01,PV-004,Édinson Quintero Giraldo,3512838851,,Rio Negro,Gixxer 150,Descartado,03-08-2026,Remate Modelos 2025,edinson quintero giraldo,573512838851,,rio negro,meta ads,descartado,2026-08-01 08:13:00,2026-08-03 00:00:00,gixxer 150,916,SKU-014,100.0,exact,phone:573512838851,6ee87153-f356-5019-b8aa-425d6e0f5504,False,,1.0,,11990000.0,,credito,,soat,False,False
LD-00917,2026-08-23 17:58:00,WhatsApp,EMP-03,PV-013,  Juan Carlos Ospina Bedoya  ,3518031832,juan.ospina7@gmail.com,BOGOTA,BAJAJ PULSAR NS 125,Sin gestión,,,juan carlos ospina bedoya,573518031832,juan.ospina7@gmail.com,bogota,whatsapp,sin gestion,2026-08-23 17:58:00,,bajaj pulsar ns 125,917,SKU-008,100.0,fuzzy,phone:573518031832,8b9ea420-a54f-5fd3-ab3e-bba7b8921699,False,,1.0,,8990000.0,,credito,media,soat,False,False
LD-00918,2026-08-22 19:32:00,WhatsApp,EMP-01,PV-001,JULIÁN MARÍN ESCOBAR,573115856503,julian.marin10@gmail.com,,Suzuki Gixxer 150 2026,Sin gestión,,Retoma tu moto,julian marin escobar,573115856503,julian.marin10@gmail.com,,whatsapp,sin gestion,2026-08-22 19:32:00,,suzuki gixxer 150 2026,918,SKU-014,100.0,fuzzy,phone:573115856503,3b6d44d6-4eb1-54ad-a7e4-8e5173aa9236,False,,1.0,,11990000.0,,,,,False,False
LD-00919,2026-08-25 20:17:00,WHATSAPP,EMP-03,PV-014,Angie Paola Salazar Ospina,3117122631,angie.salazar77@yahoo.es,Bogota,Bajaj Dominar 400,Contactado,26-08-2026,,angie paola salazar ospina,573117122631,angie.salazar77@yahoo.es,bogota,whatsapp,contactado,2026-08-25 20:17:00,2026-08-26 00:00:00,bajaj dominar 400,919,SKU-011,100.0,fuzzy,phone:573117122631,266b83f4-a186-591d-9d07-6bb43d102017,True,266b83f4-a186-591d-9d07-6bb43d102017,1.0,same_phone_or_email,24900000.0,,,,,False,False
LD-00920,23/08/2026 18:30,WhatsApp,EMP-01,PV-002,Natalia Zapata,573142060957,,,Dynamic R3 125,Sin gestión,,Feria de Motos 2026,natalia zapata,573142060957,,,whatsapp,sin gestion,2026-08-23 18:30:00,,dynamic r3 125,920,SKU-018,100.0,exact,phone:573142060957,3d162378-4ca6-5c6d-9092-127c9cc12552,True,3d162378-4ca6-5c6d-9092-127c9cc12552,1.0,same_phone_or_email,5590000.0,4990000.0,credito,media,cuota,False,True
LD-00921,2026-08-25 02:13:00,meta ads,EMP-03,PV-014,Marcela Franco Valencia,320-013-7460,marcela.franco76@hotmail.com,,AKT TTR 200,Cotización enviada,08/26/2026 02:13,Agosto Cero Cuotas,marcela franco valencia,573200137460,marcela.franco76@hotmail.com,,meta ads,cotizacion enviada,2026-08-25 02:13:00,2026-08-26 02:13:00,akt ttr 200,921,SKU-019,100.0,fuzzy,phone:573200137460,3fa4a63f-0800-51d6-90c6-01525741ab0b,False,,1.0,,9890000.0,6590000.0,credito,media,soat,False,False
LD-00922,13-08-2026,WhatsApp,EMP-03,PV-011,Carlos Mario Londoño Mosquera,3133291339,,Bogotá,Bajaj Dominar,Descartado,13-08-2026,Retoma tu moto,carlos mario londono mosquera,573133291339,,bogota,whatsapp,descartado,2026-08-13 00:00:00,2026-08-13 00:00:00,bajaj dominar,922,,77.77777777777777,unmatched,phone:573133291339,591279e8-6a1f-510b-b5e0-d756aa3ea9b9,False,,1.0,,,22900000.0,credito,,soat,False,False
LD-00923,13/08/2026 19:54,Meta Ads,EMP-03,PV-015,CAMILO HERRERA BEDOYA,(321) 194-2990,,Soacha,HONDA DIO 110,Contactado,08/15/2026 01:54,Feria de Motos 2026,camilo herrera bedoya,573211942990,,soacha,meta ads,contactado,2026-08-13 19:54:00,2026-08-15 01:54:00,honda dio 110,923,SKU-005,100.0,fuzzy,phone:573211942990,7601ca17-bfb7-5b5d-87b1-9873cea337e9,False,,1.0,,6890000.0,,,,,False,False
LD-00924,31/08/2026 23:33,Meta Ads,EMP-02,PV-009,Alexander Pérez Quintero,573108585516,alexander.perez89@outlook.com,SANTA MARTA,Bajaj  Dominar 400,no contesta,2026-09-01T03:33:00,Feria de Motos 2026,alexander perez quintero,573108585516,alexander.perez89@outlook.com,santa marta,meta ads,no contesta,2026-08-31 23:33:00,2026-09-01 03:33:00,bajaj dominar 400,924,SKU-011,100.0,fuzzy,phone:573108585516,a87b8e41-3a5d-56e6-b2cb-666748e5815c,False,,1.0,,24900000.0,,,,,False,False
LD-00925,2026-08-30 00:01:00,meta ads,EMP-01,PV-002,ALEXANDER FRANCO OSPINA, 3517528075 ,alexander.franco66@gmail.com,Itagüí,,Contactado,08/30/2026 01:01,Feria de Motos 2026,alexander franco ospina,573517528075,alexander.franco66@gmail.com,itagui,meta ads,contactado,2026-08-30 00:01:00,2026-08-30 01:01:00,,925,,0.0,none,phone:573517528075,443f1f94-db29-511c-b66b-4689364fad98,False,,1.0,,,,,,,False,False
LD-00926,03/09/2026 12:40,WhatsApp,EMP-02,PV-009,Estefanía Rodríguez Vargas,3113233371,estefania.rodriguez12@outlook.com,SANTA MARTA,hero hunk 160r,Cotización enviada,07-09-2026,Agosto Cero Cuotas,estefania rodriguez vargas,573113233371,estefania.rodriguez12@outlook.com,santa marta,whatsapp,cotizacion enviada,2026-09-03 12:40:00,2026-09-07 00:00:00,hero hunk 160r,926,SKU-022,100.0,fuzzy,phone:573113233371,5c8460ed-19f9-50e1-87e3-1fa5658ce458,False,,1.0,,10490000.0,,,,,False,False
LD-00927,21-08-2026,WhatsApp,EMP-01,PV-004,Vanessa Marín,3054818688,vanessa.marin95@hotmail.com,Rio Negro,Honda XR 150L 2026,Sin gestión,,,vanessa marin,573054818688,vanessa.marin95@hotmail.com,rio negro,whatsapp,sin gestion,2026-08-21 00:00:00,,honda xr 150l 2026,927,SKU-002,100.0,fuzzy,phone:573054818688,fb9f1f05-1558-57d1-a420-f72cb5d4519f,True,fb9f1f05-1558-57d1-a420-f72cb5d4519f,1.0,same_phone_or_email,11490000.0,11490000.0,credito,media,soat,False,False
LD-00928,2026-08-02 04:08:00,WhatsApp,EMP-03,PV-011,Estefanía Quintero Valencia,322 971 7150,,Bogotá D.C.,AKT Dynamic,contactado,02-08-2026,Retoma tu moto,estefania quintero valencia,573229717150,,bogota,whatsapp,contactado,2026-08-02 04:08:00,2026-08-02 00:00:00,akt dynamic,928,,77.77777777777777,unmatched,phone:573229717150,31554d08-693d-5c96-85cf-bd084191b9ac,False,,1.0,,,,credito,,soat,False,False
LD-00929,2026-08-02 20:32:00,Meta Ads,EMP-01,PV-001,CARLOS MARIO VARGAS HERNÁNDEZ,351 968 8328,,medellin,AKT Dynamic R3 125,Sin gestión,,,carlos mario vargas hernandez,573519688328,,medellin,meta ads,sin gestion,2026-08-02 20:32:00,,akt dynamic r3 125,929,SKU-018,100.0,fuzzy,phone:573519688328,5b58db90-0483-51e3-9479-b737ce92faa8,True,5b58db90-0483-51e3-9479-b737ce92faa8,1.0,same_phone_or_email,5590000.0,,credito,media,soat,False,False
LD-00930,08/15/2026 06:03,whatsapp,EMP-02,PV-009,Juan Carlos Restrepo Torres,3136206668,,,suzuki gn 125,En proceso,2026-08-19 06:03:00,,juan carlos restrepo torres,573136206668,,,whatsapp,en proceso,2026-08-15 06:03:00,2026-08-19 06:03:00,suzuki gn 125,930,SKU-013,100.0,fuzzy,phone:573136206668,4f5c7bbb-b7b8-5446-a8dc-654cb363405d,False,,1.0,,7490000.0,,,,,False,False
LD-00931,2026-08-12 17:08:00,WhatsApp,EMP-03,PV-012,Édinson Salazar Zapata,3102979164,,Bogotá D.C.,AKT,Cotización enviada,13/08/2026 23:08,,edinson salazar zapata,573102979164,,bogota,whatsapp,cotizacion enviada,2026-08-12 17:08:00,2026-08-13 23:08:00,akt,931,,28.57142857142857,unmatched,phone:573102979164,f5628c56-99f9-5384-91f5-3ebd31ccd156,False,,1.0,,,,credito,,soat,False,False
LD-00932,14-08-2026,Meta Ads,EMP-03,PV-015,Estefanía Ramírez Cardona,(322) 837-4267,,Soacha,Honda Navi 2026,Cotización enviada,2026-08-14 21:30:00,Remate Modelos 2025,estefania ramirez cardona,573228374267,,soacha,meta ads,cotizacion enviada,2026-08-14 00:00:00,2026-08-14 21:30:00,honda navi 2026,932,SKU-004,100.0,fuzzy,phone:573228374267,b1c8f3ca-09fa-52cb-8b19-6339ba21aa59,False,,1.0,,7290000.0,5790000.0,credito,,soat,False,False
LD-00933,2026-08-09 17:44:00,WhatsApp,EMP-02,PV-007,angie paola salazar ospina,+57 311 7122631,,Soledad,Honda Navi 2026,En proceso,08/09/2026 23:44,,angie paola salazar ospina,573117122631,,soledad,whatsapp,en proceso,2026-08-09 17:44:00,2026-09-08 23:44:00,honda navi 2026,933,SKU-004,100.0,fuzzy,phone:573117122631,266b83f4-a186-591d-9d07-6bb43d102017,True,266b83f4-a186-591d-9d07-6bb43d102017,1.0,same_phone_or_email,7290000.0,,credito,,soat,False,False
LD-00934,2026-08-07 11:20:00,Formulario Web,EMP-01,PV-004,Carlos Mario Pérez Giraldo,+57 320 0181513,,RIONEGRO,Honda XR 150L,contactado,2026-08-10 11:20:00,Prima Extra,carlos mario perez giraldo,573200181513,,rionegro,formulario web,contactado,2026-08-07 11:20:00,2026-08-10 11:20:00,honda xr 150l,934,SKU-002,100.0,fuzzy,phone:573200181513,b7dcd602-b59a-55be-b23f-ea7b0c1f99b8,False,,1.0,,11490000.0,,credito,,soat,False,False
LD-00935,2026-08-10 18:29:00,WhatsApp,EMP-01,PV-003,Andrés Felipe Restrepo Gómez,+57 321 3391458,,BELLO,Bajaj Discover 125 2026,Descartado,2026-08-12 18:29:00,,andres felipe restrepo gomez,573213391458,,bello,whatsapp,descartado,2026-08-10 18:29:00,2026-08-12 18:29:00,bajaj discover 125 2026,935,SKU-012,100.0,fuzzy,phone:573213391458,f2c650e9-59b7-59bd-b2ee-771d69b15ed4,False,,1.0,,6990000.0,,,,,False,False
LD-00936,2026-08-29T02:14:00,WhatsApp,EMP-02,PV-007,  Fabián Herrera Agudelo  ,(320) 738-2930,,SOLEDAD,Honda XR,Contactado,29-08-2026,Retoma tu moto,fabian herrera agudelo,573207382930,,soledad,whatsapp,contactado,2026-08-29 02:14:00,2026-08-29 00:00:00,honda xr,936,,44.44444444444444,unmatched,phone:573207382930,2cbda4ec-8e8a-5396-b0e2-f4824e916432,False,,1.0,,,,,,,False,False
LD-00937,2026-09-05 13:01:00,WhatsApp,EMP-03,PV-015,SEBASTIÁN CASTAÑO HERRERA, 3050073889 ,,SOACHA,akt evo rs 150,sin gestion,,Prima Extra,sebastian castano herrera,573050073889,,soacha,whatsapp,sin gestion,2026-09-05 13:01:00,,akt evo rs 150,937,SKU-020,100.0,fuzzy,phone:573050073889,ef9af054-8cdf-54d1-93ef-d48fa0f759f0,True,ef9af054-8cdf-54d1-93ef-d48fa0f759f0,1.0,same_phone_or_email,7190000.0,,,,,False,False
LD-00938,2026-09-06 08:26:00,WhatsApp,EMP-02,PV-010,Brayan Salazar Agudelo,573225927841,brayan.salazar12@outlook.com,Montería,Bajaj Boxer,Contactado,09/09/2026 08:26,Feria de Motos 2026,brayan salazar agudelo,573225927841,brayan.salazar12@outlook.com,monteria,whatsapp,contactado,2026-09-06 08:26:00,2026-09-09 08:26:00,bajaj boxer,938,,62.5,unmatched,phone:573225927841,876bc788-9f81-5483-b3e3-864d74bbe1d6,False,,1.0,,,,,,,False,False
LD-00939,2026-08-08 15:21:00,Formulario Web,EMP-03,PV-012,  Adriana Salazar Rodríguez  ,3141088922,,Bogotá D.C.,suzuki gixxer 150,Contactado,08/08/2026 16:21,Retoma tu moto,adriana salazar rodriguez,573141088922,,bogota,formulario web,contactado,2026-08-08 15:21:00,2026-08-08 16:21:00,suzuki gixxer 150,939,SKU-014,100.0,fuzzy,phone:573141088922,76a4f9ee-1177-563c-a3b6-064395160892,False,,1.0,,11990000.0,,,,,False,False
LD-00940,06/08/2026 06:27,Meta Ads,EMP-02,PV-006,  Katherine Gómez Londoño  ,312 783 0137,,B/quilla,Honda CB 125F Twister 2026,No contesta,09-08-2026,,katherine gomez londono,573127830137,,b/quilla,meta ads,no contesta,2026-08-06 06:27:00,2026-08-09 00:00:00,honda cb 125f twister 2026,940,SKU-001,100.0,fuzzy,phone:573127830137,453c28a6-1801-569f-ba3d-3df9bb1bec73,False,,1.0,,7990000.0,11290000.0,credito,media,soat,False,False
LD-00941,05/08/2026 03:34,Formulario Web,EMP-02,PV-006,Brayan Vargas Restrepo,3153728383,brayan.vargas44@yahoo.es,,Hnda Dio 110,sin gestion,,Remate Modelos 2025,brayan vargas restrepo,573153728383,brayan.vargas44@yahoo.es,,formulario web,sin gestion,2026-08-05 03:34:00,,hnda dio 110,941,SKU-005,100.0,fuzzy,phone:573153728383,8a1f4339-fd78-5802-beea-45ec137a71f4,False,,1.0,,6890000.0,,,,,False,False
LD-00942,2026-08-21 08:37:00,Meta Ads,EMP-01,PV-002,Paula Andrea Jiménez Marín,3228202509,paula.jimenez66@outlook.com,Itagui,hero hunk 160r,No contesta,2026-08-22T08:37:00,Prima Extra,paula andrea jimenez marin,573228202509,paula.jimenez66@outlook.com,itagui,meta ads,no contesta,2026-08-21 08:37:00,2026-08-22 08:37:00,hero hunk 160r,942,SKU-022,100.0,fuzzy,phone:573228202509,b79212b6-ef09-5820-aec5-7639a90a8e24,False,,1.0,,10490000.0,,,,,False,False
LD-00943,08/11/2026 07:45,WhatsApp,EMP-02,PV-006,Julián Escobar Ospina,3187677247,,B/quilla,AKT Dynamic R3 125 2026,En proceso,08/11/2026 19:45,,julian escobar ospina,573187677247,,b/quilla,whatsapp,en proceso,2026-11-08 07:45:00,2026-11-08 19:45:00,akt dynamic r3 125 2026,943,SKU-018,100.0,fuzzy,phone:573187677247,ed6279ee-6a7d-56de-bbb7-555453a64ff2,True,ed6279ee-6a7d-56de-bbb7-555453a64ff2,1.0,same_phone_or_email,5590000.0,,,,,False,False
LD-00944,2026-09-03 11:26:00,WhatsApp,EMP-03,PV-012,  Diana Carolina Osorio Escobar  ,310 410 1472,,BOGOTA,suzuki gixxer 150,En proceso,09/03/2026 13:26,Feria de Motos 2026,diana carolina osorio escobar,573104101472,,bogota,whatsapp,en proceso,2026-09-03 11:26:00,2026-03-09 13:26:00,suzuki gixxer 150,944,SKU-014,100.0,fuzzy,phone:573104101472,36ff4cc7-fa8e-50fd-9a25-84837fea94fc,False,,1.0,,11990000.0,15490000.0,credito,media,precio,False,True
LD-00945,2026-08-20 05:02:00,WhatsApp,EMP-03,PV-011,Juan Jiménez,3151024673,,Bogotá,hero eco deluxe 100,Contactado,2026-08-22T05:02:00,,juan jimenez,573151024673,,bogota,whatsapp,contactado,2026-08-20 05:02:00,2026-08-22 05:02:00,hero eco deluxe 100,945,SKU-021,100.0,fuzzy,phone:573151024673,808445a6-a7c9-5047-b842-98bc165e0b24,True,808445a6-a7c9-5047-b842-98bc165e0b24,1.0,same_phone_or_email,4990000.0,,,,,False,False
LD-00946,2026-08-19 13:51:00,Meta Ads,EMP-02,PV-009,Camilo Bedoya Salazar,+57 350 3123882,,Santa Marta,bajaj pulsar rs 200,Contactado,08/20/2026 01:51,Retoma tu moto,camilo bedoya salazar,573503123882,,santa marta,meta ads,contactado,2026-08-19 13:51:00,2026-08-20 01:51:00,bajaj pulsar rs 200,946,SKU-010,100.0,fuzzy,phone:573503123882,2950c8c7-324d-5855-a489-7967484b4ad7,False,,1.0,,15490000.0,4990000.0,credito,baja,precio,False,True
LD-00947,01/09/2026 15:08,WhatsApp,EMP-01,PV-001,Leidy Johana Bedoya Salazar,301-347-8833,leidy.bedoya72@hotmail.com,MEDELLIN,Suzuki GN 125,Contactado,01-09-2026,Retoma tu moto,leidy johana bedoya salazar,573013478833,leidy.bedoya72@hotmail.com,medellin,whatsapp,contactado,2026-09-01 15:08:00,2026-09-01 00:00:00,suzuki gn 125,947,SKU-013,100.0,fuzzy,phone:573013478833,59429f6f-98cf-55d9-b9b3-631a51368f6d,False,,1.0,,7490000.0,,,,,False,False
LD-00948,20-08-2026,Meta Ads,EMP-03,PV-012,  Liliana Osorio Torres  ,(321) 350-3176,liliana.osorio9@hotmail.com,Bogotá D.C.,hero hunk 160r,No contesta,2026-08-21 13:20:00,Feria de Motos 2026,liliana osorio torres,573213503176,liliana.osorio9@hotmail.com,bogota,meta ads,no contesta,2026-08-20 00:00:00,2026-08-21 13:20:00,hero hunk 160r,948,SKU-022,100.0,fuzzy,phone:573213503176,4df9d90c-9cf3-563c-a8a4-02d5351be494,True,4df9d90c-9cf3-563c-a8a4-02d5351be494,1.0,same_phone_or_email,10490000.0,,,,,False,False
LD-00949,31-08-2026,Meta Ads,EMP-03,PV-015,  Brayan Herrera Pérez  ,(322) 344-6614,brayan.herrera66@yahoo.es,SOACHA,Bajaj Pulsar,Sin gestión,,Feria de Motos 2026,brayan herrera perez,573223446614,brayan.herrera66@yahoo.es,soacha,meta ads,sin gestion,2026-08-31 00:00:00,,bajaj pulsar,949,,66.66666666666666,unmatched,phone:573223446614,fe90c89a-6daf-512e-95c9-bc0c2ae8f9c7,False,,1.0,,,,credito,,soat,False,False
LD-00950,02/09/2026 11:59,Meta Ads,EMP-02,PV-010,Mónica Jiménez Cardona,+57 304 4936340,monica.jimenez53@hotmail.com,Montería,Honda,Sin gestión,,Retoma tu moto,monica jimenez cardona,573044936340,monica.jimenez53@hotmail.com,monteria,meta ads,sin gestion,2026-09-02 11:59:00,,honda,950,,44.44444444444444,unmatched,phone:573044936340,6f24e075-91df-560b-857a-8207ce170aaf,True,6f24e075-91df-560b-857a-8207ce170aaf,1.0,same_phone_or_email,,14990000.0,credito,media,cuota,False,True
LD-00951,2026-09-08 04:24:00,Meta Ads,EMP-02,PV-007,Adriana Franco Rodríguez,(312) 996-4103,,Soledad,Hero Eco Deluxe 100 2026,sin gestion,,,adriana franco rodriguez,573129964103,,soledad,meta ads,sin gestion,2026-09-08 04:24:00,,hero eco deluxe 100 2026,951,SKU-021,100.0,fuzzy,phone:573129964103,88cbad7d-935a-52ad-987b-eafaa4b4f71c,True,88cbad7d-935a-52ad-987b-eafaa4b4f71c,1.0,same_phone_or_email,4990000.0,,,,,False,False
LD-00952,08/30/2026 11:52,WhatsApp,EMP-01,PV-004,ÓSCAR DAVID RODRÍGUEZ JIMÉNEZ,300-051-1750,oscar.rodriguez68@gmail.com,Rionegro,,Descartado,08/30/2026 12:52,Retoma tu moto,oscar david rodriguez jimenez,573000511750,oscar.rodriguez68@gmail.com,rionegro,whatsapp,descartado,2026-08-30 11:52:00,2026-08-30 12:52:00,,952,,0.0,none,phone:573000511750,e767bbdb-c678-54de-a473-168b5fd7572a,False,,1.0,,,,,,,False,False
LD-00953,2026-08-10 10:55:00,Meta Ads,EMP-03,PV-013,Vanessa Restrepo Hernández,304 445 5092,vanessa.restrepo31@yahoo.es,bogotá,bajaj boxer ct 100,SIN GESTION,,,vanessa restrepo hernandez,573044455092,vanessa.restrepo31@yahoo.es,bogota,meta ads,sin gestion,2026-08-10 10:55:00,,bajaj boxer ct 100,953,SKU-007,100.0,fuzzy,phone:573044455092,7e17144f-af7c-5ff6-9601-b7231c254313,False,,1.0,,5790000.0,,,,,False,False
